fila,subfila,columna,subcolumna,valor
Segovia,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"27362,18"
Segovia,53 MATERIAL TRANSPORTE,2019,EXPORT,"6403651,50"
Segovia,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"29704975,18"
Segovia,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"23783,69"
Segovia,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"206918,37"
Segovia,71 ELECTRODOMESTICOS,2019,EXPORT,"38762,08"
Segovia,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"500,00"
Segovia,73 MUEBLES,2019,EXPORT,"79274,55"
Segovia,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"384390,75"
Segovia,81 TEXTILES Y CONFECCION,2019,EXPORT,"3755015,29"
Segovia,82 CALZADO,2019,EXPORT,"82001,76"
Segovia,83 JUGUETES,2019,EXPORT,"3094,20"
Segovia,84 ALFARERIA,2019,EXPORT,"2570,10"
Segovia,85 JOYERIA Y RELOJES,2019,EXPORT,
Segovia,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,
Segovia,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"27183605,50"
Segovia,90 OTRAS MERCANCIAS,2019,EXPORT,"136808,24"
Soria,Total seleccionado,2019,EXPORT,"454180000,98"
Soria,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"17521486,54"
Soria,12 LACTEOS Y HUEVOS,2019,EXPORT,"1931475,77"
Soria,13 PRODUCTOS PESQUEROS,2019,EXPORT,"625039,84"
Soria,14 CEREALES,2019,EXPORT,"4908,75"
Soria,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"3744525,57"
Soria,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"392071,91"
Soria,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"5319041,47"
Soria,18 BEBIDAS,2019,EXPORT,"2225997,99"
Soria,19 TABACOS,2019,EXPORT,
Soria,1A GRASAS Y ACEITES,2019,EXPORT,"82990,92"
Soria,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"1164,00"
Soria,1C PIENSOS ANIMALES,2019,EXPORT,"6122672,18"
Soria,21 CARBON,2019,EXPORT,"107116,12"
Soria,22 PETROLEO Y DERIVADOS,2019,EXPORT,"158,29"
Soria,23 GAS,2019,EXPORT,
Soria,24 CORRIENTE ELECTRICA,2019,EXPORT,
Soria,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"17323665,51"
Soria,32 MENAS Y MINERALES,2019,EXPORT,"74399,80"
Soria,41 METALES NO FERROSOS,2019,EXPORT,"1704291,06"
Soria,42 HIERRO Y ACERO,2019,EXPORT,"26236980,44"
Soria,43 PRODUCTOS QUIMICOS,2019,EXPORT,"69448667,39"
Soria,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"157116728,65"
Soria,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"589425,50"
Soria,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"438899,95"
Soria,53 MATERIAL TRANSPORTE,2019,EXPORT,"95185,94"
Soria,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"79039923,93"
Soria,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"27706,07"
Soria,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"61454006,33"
Soria,71 ELECTRODOMESTICOS,2019,EXPORT,
Soria,72 ELECTRONICA DE CONSUMO,2019,EXPORT,
Soria,73 MUEBLES,2019,EXPORT,"777312,91"
Soria,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"207,47"
Soria,81 TEXTILES Y CONFECCION,2019,EXPORT,"543913,50"
Soria,82 CALZADO,2019,EXPORT,"4554,42"
Soria,83 JUGUETES,2019,EXPORT,"458667,73"
Soria,84 ALFARERIA,2019,EXPORT,
Soria,85 JOYERIA Y RELOJES,2019,EXPORT,"144883,99"
Soria,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"309366,13"
Soria,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"25170,29"
Soria,90 OTRAS MERCANCIAS,2019,EXPORT,"287394,62"
Valladolid,Total seleccionado,2019,EXPORT,"5157001853,33"
Valladolid,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"64050427,03"
Valladolid,12 LACTEOS Y HUEVOS,2019,EXPORT,"52357224,42"
Valladolid,13 PRODUCTOS PESQUEROS,2019,EXPORT,"7637152,58"
Valladolid,14 CEREALES,2019,EXPORT,"4460170,60"
Valladolid,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"36992676,95"
Valladolid,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"19975977,21"
Valladolid,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"23278037,64"
Valladolid,18 BEBIDAS,2019,EXPORT,"109899963,44"
Valladolid,19 TABACOS,2019,EXPORT,"58492,83"
Valladolid,1A GRASAS Y ACEITES,2019,EXPORT,"10997425,48"
Valladolid,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"14855589,42"
Valladolid,1C PIENSOS ANIMALES,2019,EXPORT,"24101549,27"
Valladolid,21 CARBON,2019,EXPORT,"299215,79"
Valladolid,22 PETROLEO Y DERIVADOS,2019,EXPORT,"1512649,94"
Valladolid,23 GAS,2019,EXPORT,
Valladolid,24 CORRIENTE ELECTRICA,2019,EXPORT,
Valladolid,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"13185129,03"
Valladolid,32 MENAS Y MINERALES,2019,EXPORT,"3908872,94"
Valladolid,41 METALES NO FERROSOS,2019,EXPORT,"21386141,35"
Valladolid,42 HIERRO Y ACERO,2019,EXPORT,"1745162,67"
Valladolid,43 PRODUCTOS QUIMICOS,2019,EXPORT,"166053258,31"
Valladolid,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"299156096,24"
Valladolid,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"127266892,07"
Valladolid,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"1420512,68"
Valladolid,53 MATERIAL TRANSPORTE,2019,EXPORT,"318936657,13"
Valladolid,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"71238977,92"
Valladolid,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"2086672877,62"
Valladolid,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"1572214497,08"
Valladolid,71 ELECTRODOMESTICOS,2019,EXPORT,"1773265,61"
Valladolid,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"2557499,41"
Valladolid,73 MUEBLES,2019,EXPORT,"7078583,79"
Valladolid,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"6197870,24"
Valladolid,81 TEXTILES Y CONFECCION,2019,EXPORT,"11574953,39"
Valladolid,82 CALZADO,2019,EXPORT,"1816823,19"
Valladolid,83 JUGUETES,2019,EXPORT,"203277,61"
Valladolid,84 ALFARERIA,2019,EXPORT,"178542,13"
Valladolid,85 JOYERIA Y RELOJES,2019,EXPORT,"967162,01"
Valladolid,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"18621,78"
Valladolid,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"69432229,90"
Valladolid,90 OTRAS MERCANCIAS,2019,EXPORT,"1541396,63"
Zamora,Total seleccionado,2019,EXPORT,"225782613,52"
Zamora,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"63099570,19"
Zamora,12 LACTEOS Y HUEVOS,2019,EXPORT,"78705068,73"
Zamora,13 PRODUCTOS PESQUEROS,2019,EXPORT,"102307,31"
Zamora,14 CEREALES,2019,EXPORT,"325325,28"
Zamora,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"6513944,96"
Zamora,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"8698850,59"
Zamora,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"390588,23"
Zamora,18 BEBIDAS,2019,EXPORT,"13040079,72"
Zamora,19 TABACOS,2019,EXPORT,
Zamora,1A GRASAS Y ACEITES,2019,EXPORT,"180918,93"
Zamora,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"40769,25"
Zamora,1C PIENSOS ANIMALES,2019,EXPORT,"24443868,48"
Zamora,21 CARBON,2019,EXPORT,
Zamora,22 PETROLEO Y DERIVADOS,2019,EXPORT,"95607,32"
Zamora,23 GAS,2019,EXPORT,
Zamora,24 CORRIENTE ELECTRICA,2019,EXPORT,
Zamora,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"4329038,51"
Zamora,32 MENAS Y MINERALES,2019,EXPORT,"765712,09"
Zamora,41 METALES NO FERROSOS,2019,EXPORT,
Zamora,42 HIERRO Y ACERO,2019,EXPORT,"2298595,09"
Zamora,43 PRODUCTOS QUIMICOS,2019,EXPORT,"4407547,82"
Zamora,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"3662807,88"
Zamora,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"2247296,05"
Zamora,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"4909,75"
Zamora,53 MATERIAL TRANSPORTE,2019,EXPORT,"108868,15"
Zamora,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"2429066,22"
Zamora,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"1188371,99"
Zamora,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"1060156,38"
Zamora,71 ELECTRODOMESTICOS,2019,EXPORT,"4268,88"
Zamora,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"1117,00"
Zamora,73 MUEBLES,2019,EXPORT,"46571,13"
Zamora,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"173953,04"
Zamora,81 TEXTILES Y CONFECCION,2019,EXPORT,"3713366,25"
Zamora,82 CALZADO,2019,EXPORT,"9487,90"
Zamora,83 JUGUETES,2019,EXPORT,"21669,96"
Zamora,84 ALFARERIA,2019,EXPORT,"7766,27"
Zamora,85 JOYERIA Y RELOJES,2019,EXPORT,"164,96"
Zamora,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"17250,00"
Zamora,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"3600048,56"
Zamora,90 OTRAS MERCANCIAS,2019,EXPORT,"47680,65"
Albacete,Total seleccionado,2019,EXPORT,"1128066285,13"
Albacete,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"1997891,91"
Albacete,12 LACTEOS Y HUEVOS,2019,EXPORT,"41047753,87"
Albacete,13 PRODUCTOS PESQUEROS,2019,EXPORT,"70638,66"
Albacete,14 CEREALES,2019,EXPORT,"1041308,14"
Albacete,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"165463537,93"
Albacete,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"12661972,08"
Albacete,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"32465560,56"
Albacete,18 BEBIDAS,2019,EXPORT,"126824628,12"
Albacete,19 TABACOS,2019,EXPORT,
Albacete,1A GRASAS Y ACEITES,2019,EXPORT,"6540423,51"
Albacete,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"944352,47"
Albacete,1C PIENSOS ANIMALES,2019,EXPORT,"2225676,95"
Albacete,21 CARBON,2019,EXPORT,
Albacete,22 PETROLEO Y DERIVADOS,2019,EXPORT,"101329,26"
Albacete,23 GAS,2019,EXPORT,
Albacete,24 CORRIENTE ELECTRICA,2019,EXPORT,
Albacete,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"9792746,34"
Albacete,32 MENAS Y MINERALES,2019,EXPORT,"7879161,79"
Albacete,41 METALES NO FERROSOS,2019,EXPORT,"100789915,71"
Albacete,42 HIERRO Y ACERO,2019,EXPORT,"21214480,99"
Albacete,43 PRODUCTOS QUIMICOS,2019,EXPORT,"53827557,79"
Albacete,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"32568743,56"
Albacete,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"44256734,76"
Albacete,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"12264780,87"
Albacete,53 MATERIAL TRANSPORTE,2019,EXPORT,"79665404,85"
Albacete,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"101594671,25"
Albacete,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"27370112,19"
Albacete,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"2752775,88"
Albacete,71 ELECTRODOMESTICOS,2019,EXPORT,"55873,31"
Albacete,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"94368,91"
Albacete,73 MUEBLES,2019,EXPORT,"20941177,74"
Albacete,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"24840222,29"
Albacete,81 TEXTILES Y CONFECCION,2019,EXPORT,"15543992,85"
Albacete,82 CALZADO,2019,EXPORT,"108704260,56"
Albacete,83 JUGUETES,2019,EXPORT,"38307,90"
Albacete,84 ALFARERIA,2019,EXPORT,"45912,54"
Albacete,85 JOYERIA Y RELOJES,2019,EXPORT,"345916,52"
Albacete,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"16104114,46"
Albacete,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"55361203,27"
Albacete,90 OTRAS MERCANCIAS,2019,EXPORT,"628775,34"
Ciudad Real,Total seleccionado,2019,EXPORT,"1974026592,22"
Ciudad Real,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"64316623,25"
Ciudad Real,12 LACTEOS Y HUEVOS,2019,EXPORT,"80197034,15"
Ciudad Real,13 PRODUCTOS PESQUEROS,2019,EXPORT,"1017654,15"
Ciudad Real,14 CEREALES,2019,EXPORT,"826062,06"
Ciudad Real,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"89167952,42"
Ciudad Real,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"1529831,74"
Ciudad Real,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"18962228,08"
Ciudad Real,18 BEBIDAS,2019,EXPORT,"576908834,59"
Ciudad Real,19 TABACOS,2019,EXPORT,"59283,39"
Ciudad Real,1A GRASAS Y ACEITES,2019,EXPORT,"67904486,20"
Ciudad Real,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"238000,00"
Ciudad Real,1C PIENSOS ANIMALES,2019,EXPORT,"711168,22"
Ciudad Real,21 CARBON,2019,EXPORT,
Ciudad Real,22 PETROLEO Y DERIVADOS,2019,EXPORT,"52045300,47"
Ciudad Real,23 GAS,2019,EXPORT,
Ciudad Real,24 CORRIENTE ELECTRICA,2019,EXPORT,
Ciudad Real,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"813472,70"
Ciudad Real,32 MENAS Y MINERALES,2019,EXPORT,"638947,42"
Ciudad Real,41 METALES NO FERROSOS,2019,EXPORT,"6416162,84"
Ciudad Real,42 HIERRO Y ACERO,2019,EXPORT,"3111582,43"
Ciudad Real,43 PRODUCTOS QUIMICOS,2019,EXPORT,"503023510,21"
Ciudad Real,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"14788115,76"
Ciudad Real,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"39042217,39"
Ciudad Real,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"12621077,27"
Ciudad Real,53 MATERIAL TRANSPORTE,2019,EXPORT,"12801115,87"
Ciudad Real,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"362721118,00"
Ciudad Real,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"2195619,61"
Ciudad Real,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"37032270,90"
Ciudad Real,71 ELECTRODOMESTICOS,2019,EXPORT,"792066,19"
Ciudad Real,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"86243,49"
Ciudad Real,73 MUEBLES,2019,EXPORT,"5231438,18"
Ciudad Real,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"2111147,58"
Ciudad Real,81 TEXTILES Y CONFECCION,2019,EXPORT,"2331267,80"
Ciudad Real,82 CALZADO,2019,EXPORT,"40845,28"
Ciudad Real,83 JUGUETES,2019,EXPORT,"90728,38"
Ciudad Real,84 ALFARERIA,2019,EXPORT,
Ciudad Real,85 JOYERIA Y RELOJES,2019,EXPORT,"37420,64"
Ciudad Real,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"1956,88"
Ciudad Real,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"13008583,79"
Ciudad Real,90 OTRAS MERCANCIAS,2019,EXPORT,"1205224,89"
Cuenca,Total seleccionado,2019,EXPORT,"529636706,71"
Cuenca,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"148083854,81"
Cuenca,12 LACTEOS Y HUEVOS,2019,EXPORT,"11748328,31"
Cuenca,13 PRODUCTOS PESQUEROS,2019,EXPORT,
Cuenca,14 CEREALES,2019,EXPORT,"203071,60"
Cuenca,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"134287330,30"
Cuenca,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"4075155,44"
Cuenca,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"3798453,56"
Cuenca,18 BEBIDAS,2019,EXPORT,"71343828,86"
Cuenca,19 TABACOS,2019,EXPORT,
Cuenca,1A GRASAS Y ACEITES,2019,EXPORT,"31346170,73"
Cuenca,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"13860,13"
Cuenca,1C PIENSOS ANIMALES,2019,EXPORT,"2356157,43"
Cuenca,21 CARBON,2019,EXPORT,
Cuenca,22 PETROLEO Y DERIVADOS,2019,EXPORT,"1219,50"
Cuenca,23 GAS,2019,EXPORT,
Cuenca,24 CORRIENTE ELECTRICA,2019,EXPORT,
Cuenca,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"3265847,29"
Cuenca,32 MENAS Y MINERALES,2019,EXPORT,"490155,53"
Cuenca,41 METALES NO FERROSOS,2019,EXPORT,"22353,25"
Cuenca,42 HIERRO Y ACERO,2019,EXPORT,"353373,77"
Cuenca,43 PRODUCTOS QUIMICOS,2019,EXPORT,"4150939,03"
Cuenca,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"13096764,28"
Cuenca,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"6711391,65"
Cuenca,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"602251,29"
Cuenca,53 MATERIAL TRANSPORTE,2019,EXPORT,"4886646,50"
Cuenca,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"76384842,61"
Cuenca,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"42450,00"
Cuenca,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"9247327,63"
Cuenca,71 ELECTRODOMESTICOS,2019,EXPORT,"3055,25"
Cuenca,72 ELECTRONICA DE CONSUMO,2019,EXPORT,
Cuenca,73 MUEBLES,2019,EXPORT,"170186,35"
Cuenca,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"373,43"
Cuenca,81 TEXTILES Y CONFECCION,2019,EXPORT,"2213533,13"
Cuenca,82 CALZADO,2019,EXPORT,"14716,80"
Cuenca,83 JUGUETES,2019,EXPORT,"229354,08"
Cuenca,84 ALFARERIA,2019,EXPORT,
Cuenca,85 JOYERIA Y RELOJES,2019,EXPORT,"70,14"
Cuenca,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"17809,10"
Cuenca,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"402865,46"
Cuenca,90 OTRAS MERCANCIAS,2019,EXPORT,"72969,47"
Guadalajara,Total seleccionado,2019,EXPORT,"2020360642,97"
Guadalajara,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"12028979,69"
Guadalajara,12 LACTEOS Y HUEVOS,2019,EXPORT,"81199368,74"
Guadalajara,13 PRODUCTOS PESQUEROS,2019,EXPORT,"11477807,70"
Guadalajara,14 CEREALES,2019,EXPORT,"37879,02"
Guadalajara,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"2445262,74"
Guadalajara,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"2267926,01"
Guadalajara,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"29347106,60"
Guadalajara,18 BEBIDAS,2019,EXPORT,"12209010,86"
Guadalajara,19 TABACOS,2019,EXPORT,"15075,00"
Guadalajara,1A GRASAS Y ACEITES,2019,EXPORT,"1598032,09"
Guadalajara,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"63987,44"
Guadalajara,1C PIENSOS ANIMALES,2019,EXPORT,"8022462,09"
Guadalajara,21 CARBON,2019,EXPORT,
Guadalajara,22 PETROLEO Y DERIVADOS,2019,EXPORT,"11281959,21"
Guadalajara,23 GAS,2019,EXPORT,
Guadalajara,24 CORRIENTE ELECTRICA,2019,EXPORT,
Guadalajara,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"210559,97"
Guadalajara,32 MENAS Y MINERALES,2019,EXPORT,"19264584,98"
Guadalajara,41 METALES NO FERROSOS,2019,EXPORT,"73433364,38"
Guadalajara,42 HIERRO Y ACERO,2019,EXPORT,"5612993,31"
Guadalajara,43 PRODUCTOS QUIMICOS,2019,EXPORT,"152123751,13"
Guadalajara,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"77428415,47"
Guadalajara,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"87344326,72"
Guadalajara,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"313274799,03"
Guadalajara,53 MATERIAL TRANSPORTE,2019,EXPORT,"11249689,82"
Guadalajara,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"236973255,35"
Guadalajara,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"683887,87"
Guadalajara,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"100923980,03"
Guadalajara,71 ELECTRODOMESTICOS,2019,EXPORT,"7771787,48"
Guadalajara,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"17194030,24"
Guadalajara,73 MUEBLES,2019,EXPORT,"12691433,32"
Guadalajara,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"5565089,15"
Guadalajara,81 TEXTILES Y CONFECCION,2019,EXPORT,"508250464,38"
Guadalajara,82 CALZADO,2019,EXPORT,"21390887,46"
Guadalajara,83 JUGUETES,2019,EXPORT,"10127753,32"
Guadalajara,84 ALFARERIA,2019,EXPORT,"3955603,10"
Guadalajara,85 JOYERIA Y RELOJES,2019,EXPORT,"3400549,88"
Guadalajara,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"210855,92"
Guadalajara,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"147448900,62"
Guadalajara,90 OTRAS MERCANCIAS,2019,EXPORT,"31834822,85"
Toledo,Total seleccionado,2019,EXPORT,"1875255310,72"
Toledo,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"229665679,41"
Toledo,12 LACTEOS Y HUEVOS,2019,EXPORT,"49193112,20"
Toledo,13 PRODUCTOS PESQUEROS,2019,EXPORT,"33582844,86"
Toledo,14 CEREALES,2019,EXPORT,"1510998,90"
Toledo,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"24759977,43"
Toledo,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"21754085,60"
Toledo,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"77932325,39"
Toledo,18 BEBIDAS,2019,EXPORT,"136515995,72"
Toledo,19 TABACOS,2019,EXPORT,
Toledo,1A GRASAS Y ACEITES,2019,EXPORT,"104298473,78"
Toledo,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"1070271,06"
Toledo,1C PIENSOS ANIMALES,2019,EXPORT,"12127688,55"
Toledo,21 CARBON,2019,EXPORT,
Toledo,22 PETROLEO Y DERIVADOS,2019,EXPORT,"5217189,49"
Toledo,23 GAS,2019,EXPORT,"14693,98"
Toledo,24 CORRIENTE ELECTRICA,2019,EXPORT,
Toledo,31 MAT. PRIMAS ANIMALES Y VEGETAL,2019,EXPORT,"30971743,79"
Toledo,32 MENAS Y MINERALES,2019,EXPORT,"5851690,41"
Toledo,41 METALES NO FERROSOS,2019,EXPORT,"66364216,15"
Toledo,42 HIERRO Y ACERO,2019,EXPORT,"22688350,91"
Toledo,43 PRODUCTOS QUIMICOS,2019,EXPORT,"233017383,53"
Toledo,44 OTRAS SEMIMANUFACTURAS,2019,EXPORT,"283550960,36"
Toledo,51 MAQ. ESPECIFICA CIERTAS INDUST,2019,EXPORT,"100108664,72"
Toledo,52 EQUIPO OFICINA Y TELECOMUNIC.,2019,EXPORT,"4060324,66"
Toledo,53 MATERIAL TRANSPORTE,2019,EXPORT,"42705972,14"
Toledo,54 OTROS BIENES DE EQUIPO,2019,EXPORT,"147761463,32"
Toledo,61 AUTOMOVILES Y MOTOS,2019,EXPORT,"8239582,21"
Toledo,62 COMPONENTES DEL AUTOMOVIL,2019,EXPORT,"16878685,05"
Toledo,71 ELECTRODOMESTICOS,2019,EXPORT,"1080113,94"
Toledo,72 ELECTRONICA DE CONSUMO,2019,EXPORT,"358809,21"
Toledo,73 MUEBLES,2019,EXPORT,"11431574,03"
Toledo,74 OTROS BIENES CONSUMO DURADERO,2019,EXPORT,"553338,77"
Toledo,81 TEXTILES Y CONFECCION,2019,EXPORT,"119419468,45"
Toledo,82 CALZADO,2019,EXPORT,"39880893,62"
Toledo,83 JUGUETES,2019,EXPORT,"6753282,47"
Toledo,84 ALFARERIA,2019,EXPORT,"490716,30"
Toledo,85 JOYERIA Y RELOJES,2019,EXPORT,"197633,59"
Toledo,86 CUERO Y MANUFACTURAS DEL CUERO,2019,EXPORT,"6708991,95"
Toledo,87 OTRAS MANUFACTURAS DE CONSUMO,2019,EXPORT,"25551238,45"
Toledo,90 OTRAS MERCANCIAS,2019,EXPORT,"2986876,32"
Barcelona,Total seleccionado,2019,EXPORT,"57163221798,35"
Barcelona,11 PRODUCTOS CÁRNICOS,2019,EXPORT,"1617314677,45"
Barcelona,12 LACTEOS Y HUEVOS,2019,EXPORT,"135578532,03"
Barcelona,13 PRODUCTOS PESQUEROS,2019,EXPORT,"239967590,32"
Barcelona,14 CEREALES,2019,EXPORT,"38713560,05"
Barcelona,"15 FRUTAS, HORTALIZAS Y LEGUMBRES",2019,EXPORT,"527065094,54"
Barcelona,"16 AZUCAR, CAFE Y CACAO",2019,EXPORT,"452042570,86"
Barcelona,17 PREPARADOS ALIMENTICIOS,2019,EXPORT,"734897135,73"
Barcelona,18 BEBIDAS,2019,EXPORT,"804753333,90"
Barcelona,19 TABACOS,2019,EXPORT,"11965216,46"
Barcelona,1A GRASAS Y ACEITES,2019,EXPORT,"396767310,98"
Barcelona,1B SEMILLAS Y FRUTOS OLEAGINOSOS,2019,EXPORT,"23118124,29"
Barcelona,1C PIENSOS ANIMALES,2019,EXPORT,"274790979,48"
Barcelona,21 CARBON,2019,EXPORT,"7942045,41"
Barcelona,22 PETROLEO Y DERIVADOS,2019,EXPORT,"2148253526,05"
Barcelona,23 GAS,2019,EXPORT,"26733999,92"
Barcelona,24 CORRIENTE ELECTRICA,2019,EXPORT,"12181665,58"
